Computer Science and Engineering,GEN-DEF,232140,OD,2
Electronics and Communication Engineering,GEN-DEF,11248,OD,2
Computer Science and Applied Mathematics,GEN-DEF,32756,D,3
Computer Science and Artificial Intelligence,GEN-DEF,14385,D,3
Computer Science and Biosciences,GEN-DEF,40211,D,3
Computer Science and Design,GEN-DEF,28514,D,3
Computer Science and Engineering,GEN-DEF,262125,D,3
Computer Science and Social Sciences,GEN-DEF,30757,D,3
Electronics and Communication Engineering,GEN-DEF,61613,D,3
Electronics and VLSI Engineering,GEN-DEF,79018,D,3
Computer Science and Engineering,GEN-DEF,232140,OD,3
Electronics and Communication Engineering,GEN-DEF,51630,OD,3
Computer Science and Applied Mathematics,GEN-DEF,32756,D,4
Computer Science and Artificial Intelligence,GEN-DEF,14385,D,4
Computer Science and Biosciences,GEN-DEF,61613,D,4
Computer Science and Design,GEN-DEF,28514,D,4
Computer Science and Engineering,GEN-DEF,262125,D,4
Computer Science and Social Sciences,GEN-DEF,30757,D,4
Electronics and Communication Engineering,GEN-DEF,67779,D,4
Electronics and VLSI Engineering,GEN-DEF,79018,D,4
Computer Science and Engineering,GEN-DEF,232140,OD,4
Electronics and Communication Engineering,GEN-DEF,106936,OD,4
Computer Science and Artificial Intelligence,GEN-PWD,521716,D,1
Computer Science and Engineering,GEN-PWD,263350,D,1
Computer Science and Artificial Intelligence,GEN-PWD,521716,D,2
Computer Science and Engineering,GEN-PWD,263350,D,2
Computer Science and Applied Mathematics,GEN-PWD,570221,D,3
Computer Science and Artificial Intelligence,GEN-PWD,521716,D,3
Computer Science and Engineering,GEN-PWD,263350,D,3
Computer Science and Artificial Intelligence,GEN-PWD,521716,D,4
Computer Science and Engineering,GEN-PWD,263350,D,4
Computer Science and Applied Mathematics,EWS,34104,D,1
Computer Science and Artificial Intelligence,EWS,19302,D,1
Computer Science and Biosciences,EWS,43430,D,1
Computer Science and Design,EWS,34435,D,1
Computer Science and Engineering,EWS,28225,D,1
Computer Science and Social Sciences,EWS,41353,D,1
Electronics and Communication Engineering,EWS,45273,D,1
Electronics and VLSI Engineering,EWS,51041,D,1
Computer Science and Artificial Intelligence,EWS,1544,OD,1
Computer Science and Biosciences,EWS,8164,OD,1
Computer Science and Design,EWS,5405,OD,1
Computer Science and Engineering,EWS,3122,OD,1
Computer Science and Social Sciences,EWS,7374,OD,1
Electronics and Communication Engineering,EWS,8997,OD,1
Electronics and VLSI Engineering,EWS,9105,OD,1
Computer Science and Applied Mathematics,EWS,36541,D,2
Computer Science and Artificial Intelligence,EWS,26200,D,2
Computer Science and Biosciences,EWS,45273,D,2
Computer Science and Design,EWS,43430,D,2
Computer Science and Engineering,EWS,32160,D,2
Computer Science and Social Sciences,EWS,44813,D,2
Electronics and Communication Engineering,EWS,51041,D,2
Electronics and VLSI Engineering,EWS,54257,D,2
Computer Science and Applied Mathematics,EWS,7436,OD,2
Computer Science and Biosciences,EWS,8164,OD,2
Computer Science and Engineering,EWS,4914,OD,2
Computer Science and Social Sciences,EWS,9105,OD,2
Electronics and Communication Engineering,EWS,10125,OD,2
Electronics and VLSI Engineering,EWS,10615,OD,2
Computer Science and Applied Mathematics,EWS,36541,D,3
Computer Science and Artificial Intelligence,EWS,29033,D,3
Computer Science and Biosciences,EWS,45341,D,3
Computer Science and Design,EWS,43430,D,3
Computer Science and Engineering,EWS,32160,D,3
Computer Science and Social Sciences,EWS,45273,D,3
Electronics and Communication Engineering,EWS,51041,D,3
Electronics and VLSI Engineering,EWS,55051,D,3
Computer Science and Applied Mathematics,EWS,9105,OD,3
Computer Science and Artificial Intelligence,EWS,7374,OD,3
Computer Science and Biosciences,EWS,12000,OD,3
Computer Science and Design,EWS,8164,OD,3
Computer Science and Engineering,EWS,5266,OD,3
Computer Science and Social Sciences,EWS,10411,OD,3
Electronics and Communication Engineering,EWS,10842,OD,3
Electronics and VLSI Engineering,EWS,12326,OD,3
Computer Science and Applied Mathematics,EWS,40110,D,4
Computer Science and Artificial Intelligence,EWS,29033,D,4
Computer Science and Biosciences,EWS,45341,D,4
Computer Science and Design,EWS,43430,D,4
Computer Science and Engineering,EWS,35255,D,4
Computer Science and Social Sciences,EWS,45273,D,4
Electronics and Communication Engineering,EWS,52016,D,4
Electronics and VLSI Engineering,EWS,57269,D,4
Computer Science and Applied Mathematics,EWS,12716,OD,4
Computer Science and Artificial Intelligence,EWS,7374,OD,4
Computer Science and Biosciences,EWS,13208,OD,4
Computer Science and Design,EWS,8164,OD,4
Computer Science and Engineering,EWS,8341,OD,4
Computer Science and Social Sciences,EWS,13176,OD,4
Electronics and VLSI Engineering,EWS,13320,OD,4
Computer Science and Engineering,EWS,30993,D,S
Computer Science and Applied Mathematics,EWS,10830,OD,S
Computer Science and Engineering,EWS,30993,D,1
Computer Science and Artificial Intelligence,EWS,10830,OD,1
Computer Science and Design,EWS,16509,OD,1
Computer Science and Engineering,EWS,30993,D,2
Computer Science and Engineering,EWS,30993,D,3
Electronics and Communication Engineering,EWS,22378,OD,3
Computer Science and Engineering,EWS-DEF,178238,D,1
Computer Science and Engineering,EWS-DEF,178238,D,2
Computer Science and Engineering,EWS-DEF,178238,D,3
Computer Science and Engineering,EWS-DEF,178238,D,4
Computer Science and Applied Mathematics,OBC,67383,D,1
Computer Science and Artificial Intelligence,OBC,38037,D,1
Computer Science and Biosciences,OBC,94659,D,1
Computer Science and Design,OBC,70603,D,1
Computer Science and Engineering,OBC,49721,D,1
Computer Science and Social Sciences,OBC,83326,D,1
Electronics and Communication Engineering,OBC,97569,D,1
Electronics and VLSI Engineering,OBC,114549,D,1
Computer Science and Applied Mathematics,OBC,8790,OD,1
Computer Science and Artificial Intelligence,OBC,7851,OD,1
Computer Science and Biosciences,OBC,11462,OD,1
Computer Science and Engineering,OBC,7078,OD,1
Computer Science and Social Sciences,OBC,11017,OD,1
Electronics and Communication Engineering,OBC,12634,OD,1
Electronics and VLSI Engineering,OBC,14218,OD,1
Computer Science and Applied Mathematics,OBC,83695,D,2
Computer Science and Artificial Intelligence,OBC,54893,D,2
Computer Science and Biosciences,OBC,103501,D,2
Computer Science and Design,OBC,83326,D,2
Computer Science and Engineering,OBC,64251,D,2
Computer Science and Social Sciences,OBC,97409,D,2
Electronics and Communication Engineering,OBC,107802,D,2
Electronics and VLSI Engineering,OBC,120781,D,2
Computer Science and Applied Mathematics,OBC,11462,OD,2
Computer Science and Artificial Intelligence,OBC,10696,OD,2
Computer Science and Biosciences,OBC,14423,OD,2
Computer Science and Design,OBC,12342,OD,2
Computer Science and Engineering,OBC,9223,OD,2
Computer Science and Social Sciences,OBC,13421,OD,2
Electronics and Communication Engineering,OBC,14974,OD,2
Electronics and VLSI Engineering,OBC,17695,OD,2
Computer Science and Applied Mathematics,OBC,86824,D,3
Computer Science and Artificial Intelligence,OBC,61802,D,3
Computer Science and Biosciences,OBC,105465,D,3
Computer Science and Design,OBC,86095,D,3
Computer Science and Engineering,OBC,69574,D,3
Computer Science and Social Sciences,OBC,97928,D,3
Electronics and Communication Engineering,OBC,107923,D,3
Electronics and VLSI Engineering,OBC,123936,D,3
Computer Science and Applied Mathematics,OBC,14423,OD,3
Computer Science and Artificial Intelligence,OBC,11462,OD,3
Computer Science and Biosciences,OBC,16584,OD,3
Computer Science and Design,OBC,13077,OD,3
Computer Science and Engineering,OBC,10478,OD,3
Computer Science and Social Sciences,OBC,14218,OD,3
Electronics and Communication Engineering,OBC,16727,OD,3
Electronics and VLSI Engineering,OBC,17695,OD,3
Computer Science and Applied Mathematics,OBC,92601,D,4
Computer Science and Artificial Intelligence,OBC,65737,D,4
Computer Science and Biosciences,OBC,106935,D,4
Computer Science and Design,OBC,88080,D,4
Computer Science and Engineering,OBC,74736,D,4
Computer Science and Social Sciences,OBC,97928,D,4
Electronics and Communication Engineering,OBC,115097,D,4
Electronics and VLSI Engineering,OBC,131579,D,4
Computer Science and Applied Mathematics,OBC,16254,OD,4
Computer Science and Artificial Intelligence,OBC,13261,OD,4
Computer Science and Biosciences,OBC,17416,OD,4
Computer Science and Design,OBC,14990,OD,4
Computer Science and Engineering,OBC,11759,OD,4
Computer Science and Social Sciences,OBC,14218,OD,4
Electronics and Communication Engineering,OBC,19323,OD,4
Electronics and VLSI Engineering,OBC,21850,OD,4
Electronics and Communication Engineering,OBC,87665,D,S
Computer Science and Biosciences,OBC,18145,OD,S
Computer Science and Design,OBC,17175,OD,S
Computer Science and Engineering,OBC,12777,OD,S
Computer Science and Design,OBC,87665,D,1
Computer Science and Engineering,OBC,18145,OD,1
Computer Science and Design,OBC,87665,D,2
Computer Science and Engineering,OBC,18145,OD,2
Computer Science and Design,OBC,87665,D,3
Computer Science and Engineering,OBC,18145,OD,3
Computer Science and Applied Mathematics,OBC-DEF,173850,D,1
Computer Science and Artificial Intelligence,OBC-DEF,57354,D,1
Computer Science and Biosciences,OBC-DEF,206099,D,1
Computer Science and Engineering,OBC-DEF,136426,D,1
Electronics and Communication Engineering,OBC-DEF,253817,D,1
Electronics and VLSI Engineering,OBC-DEF,303957,D,1
Computer Science and Applied Mathematics,OBC-DEF,181426,D,2
Computer Science and Artificial Intelligence,OBC-DEF,57354,D,2
Computer Science and Biosciences,OBC-DEF,206099,D,2
Computer Science and Engineering,OBC-DEF,166351,D,2
Electronics and Communication Engineering,OBC-DEF,552270,D,2
Electronics and VLSI Engineering,OBC-DEF,237115,D,2
Computer Science and Applied Mathematics,OBC-DEF,203462,D,3
Computer Science and Artificial Intelligence,OBC-DEF,173850,D,3
Computer Science and Biosciences,OBC-DEF,206099,D,3
Computer Science and Engineering,OBC-DEF,184755,D,3
Electronics and Communication Engineering,OBC-DEF,552270,D,3
Electronics and VLSI Engineering,OBC-DEF,237115,D,3
Computer Science and Applied Mathematics,OBC-DEF,203462,D,4
Computer Science and Artificial Intelligence,OBC-DEF,173850,D,4
Computer Science and Biosciences,OBC-DEF,206099,D,4
Computer Science and Engineering,OBC-DEF,184755,D,4
Electronics and Communication Engineering,OBC-DEF,552270,D,4
Electronics and VLSI Engineering,OBC-DEF,237115,D,4
Computer Science and Applied Mathematics,SC,132842,D,1
Computer Science and Artificial Intelligence,SC,91314,D,1
Computer Science and Biosciences,SC,168457,D,1
Computer Science and Design,SC,129982,D,1
Computer Science and Engineering,SC,108625,D,1
Computer Science and Social Sciences,SC,165766,D,1
Electronics and Communication Engineering,SC,172452,D,1
Electronics and VLSI Engineering,SC,194514,D,1
Computer Science and Applied Mathematics,SC,28052,OD,1
Computer Science and Artificial Intelligence,SC,19722,OD,1
Computer Science and Biosciences,SC,35757,OD,1
Computer Science and Design,SC,38134,OD,1
Computer Science and Engineering,SC,20872,OD,1
Computer Science and Social Sciences,SC,41511,OD,1
Electronics and Communication Engineering,SC,26277,OD,1
Electronics and VLSI Engineering,SC,45323,OD,1
Computer Science and Applied Mathematics,SC,154039,D,2
Computer Science and Artificial Intelligence,SC,109852,D,2
Computer Science and Biosciences,SC,177002,D,2
Computer Science and Design,SC,132079,D,2
Computer Science and Engineering,SC,121914,D,2
Computer Science and Social Sciences,SC,169014,D,2
Electronics and Communication Engineering,SC,192529,D,2
Electronics and VLSI Engineering,SC,220589,D,2
Computer Science and Applied Mathematics,SC,39288,OD,2
Computer Science and Artificial Intelligence,SC,19722,OD,2
Computer Science and Biosciences,SC,47857,OD,2
Computer Science and Design,SC,48175,OD,2
Computer Science and Engineering,SC,45090,OD,2
Computer Science and Social Sciences,SC,52329,OD,2
Electronics and Communication Engineering,SC,47048,OD,2
Electronics and VLSI Engineering,SC,59012,OD,2
Computer Science and Applied Mathematics,SC,154039,D,3
Computer Science and Artificial Intelligence,SC,115249,D,3
Computer Science and Biosciences,SC,201591,D,3
Computer Science and Design,SC,166788,D,3
Computer Science and Engineering,SC,130388,D,3
Computer Science and Social Sciences,SC,200560,D,3
Electronics and Communication Engineering,SC,208067,D,3
Electronics and VLSI Engineering,SC,248648,D,3
Computer Science and Applied Mathematics,SC,48175,OD,3
Computer Science and Artificial Intelligence,SC,19722,OD,3
Computer Science and Biosciences,SC,52540,OD,3
Computer Science and Design,SC,49114,OD,3
Computer Science and Engineering,SC,44797,OD,3
Computer Science and Social Sciences,SC,56362,OD,3
Electronics and Communication Engineering,SC,51832,OD,3
Electronics and VLSI Engineering,SC,60149,OD,3
Computer Science and Applied Mathematics,SC,178510,D,4
Computer Science and Artificial Intelligence,SC,115304,D,4
Computer Science and Biosciences,SC,234262,D,4
Computer Science and Design,SC,172275,D,4
Computer Science and Engineering,SC,137016,D,4
Computer Science and Social Sciences,SC,220589,D,4
Electronics and Communication Engineering,SC,257020,D,4
Electronics and VLSI Engineering,SC,280455,D,4
Computer Science and Applied Mathematics,SC,54743,OD,4
Computer Science and Artificial Intelligence,SC,19722,OD,4
Computer Science and Biosciences,SC,68434,OD,4
Computer Science and Design,SC,58323,OD,4
Computer Science and Engineering,SC,47217,OD,4
Computer Science and Social Sciences,SC,63676,OD,4
Electronics and Communication Engineering,SC,62153,OD,4
Electronics and VLSI Engineering,SC,75303,OD,4
Computer Science and Applied Mathematics,SC,121261,D,S
Computer Science and Artificial Intelligence,SC,96542,D,S
Computer Science and Biosciences,SC,158331,D,S
Computer Science and Artificial Intelligence,SC,96542,D,1
Computer Science and Biosciences,SC,158331,D,1
Computer Science and Engineering,SC,121261,D,1
Computer Science and Applied Mathematics,SC,158331,D,2
Computer Science and Artificial Intelligence,SC,121261,D,2
Computer Science and Applied Mathematics,SC,158331,D,3
Computer Science and Artificial Intelligence,SC,96542,D,3
Computer Science and Engineering,SC-DEF,547463,D,1
Computer Science and Artificial Intelligence,ST,330928,D,1
Computer Science and Design,ST,868025,D,1
Computer Science and Engineering,ST,645868,D,1
Computer Science and Applied Mathematics,ST,70929,OD,1
Computer Science and Artificial Intelligence,ST,61386,OD,1
Computer Science and Biosciences,ST,102877,OD,1
Computer Science and Engineering,ST,55580,OD,1
Electronics and Communication Engineering,ST,97204,OD,1
Electronics and VLSI Engineering,ST,100694,OD,1
Computer Science and Artificial Intelligence,ST,475173,D,2
Computer Science and Engineering,ST,573644,D,2
Computer Science and Applied Mathematics,ST,86868,OD,2
Computer Science and Artificial Intelligence,ST,79077,OD,2
Computer Science and Biosciences,ST,110929,OD,2
Computer Science and Engineering,ST,61386,OD,2
Electronics and Communication Engineering,ST,100694,OD,2
Electronics and VLSI Engineering,ST,117471,OD,2
Computer Science and Artificial Intelligence,ST,475173,D,3
Computer Science and Engineering,ST,573644,D,3
Computer Science and Applied Mathematics,ST,90124,OD,3
Computer Science and Artificial Intelligence,ST,79077,OD,3
Computer Science and Biosciences,ST,120522,OD,3
Computer Science and Engineering,ST,61386,OD,3
Electronics and Communication Engineering,ST,100694,OD,3
Electronics and VLSI Engineering,ST,117471,OD,3
Computer Science and Artificial Intelligence,ST,475173,D,4
Computer Science and Engineering,ST,573644,D,4
Computer Science and Applied Mathematics,ST,117471,OD,4
Computer Science and Artificial Intelligence,ST,79077,OD,4
Computer Science and Biosciences,ST,120522,OD,4
Computer Science and Engineering,ST,61386,OD,4
Electronics and Communication Engineering,ST,115162,OD,4
Electronics and VLSI Engineering,ST,126832,OD,4
Computer Science and Engineering,ST,54274,OD,2
Computer Science and Engineering,ST,54274,OD,3
