Branch,Category,Jee_Rank,Region,Round
Mathematics and Computing,General,10680,B) Outside Delhi Region,Round 5
Mechanical Engineering,General,22083,B) Outside Delhi Region,Round 5
Bio-Technology,General,138119,A) Delhi Region,Upgradation Round
Computer Science and Engineering,General,12817,A) Delhi Region,Upgradation Round
Computer Science and Engineering with specialization in Artificial Intelligence,General,10346,A) Delhi Region,Upgradation Round
Computer Science and Engineering with specialization in Data Science,General,15555,A) Delhi Region,Upgradation Round
Electrical Engineering,General,41639,A) Delhi Region,Upgradation Round
Electronics and Communication Engineering,General,30786,A) Delhi Region,Upgradation Round
Electronics Engineering with specialization in VLSI Design and Technology,General,32870,A) Delhi Region,Upgradation Round
Information Technology,General,19074,A) Delhi Region,Upgradation Round
Information Technology with specialization in Network and Information Security,General,22018,A) Delhi Region,Upgradation Round
Instrumentation and Control Engineering,General,57291,A) Delhi Region,Upgradation Round
Mathematics and Computing,General,24991,A) Delhi Region,Upgradation Round
Mechanical Engineering,General,79401,A) Delhi Region,Upgradation Round
Bio-Technology,General,-,B) Outside Delhi Region,Upgradation Round
Computer Science and Engineering,General,8478,B) Outside Delhi Region,Upgradation Round
Computer Science and Engineering with specialization in Artificial Intelligence,General,7417,B) Outside Delhi Region,Upgradation Round
Computer Science and Engineering with specialization in Data Science,General,9975,B) Outside Delhi Region,Upgradation Round
Electrical Engineering,General,37437,B) Outside Delhi Region,Upgradation Round
Electronics and Communication Engineering,General,20927,B) Outside Delhi Region,Upgradation Round
Electronics Engineering with specialization in VLSI Design and Technology,General,20977,B) Outside Delhi Region,Upgradation Round
Information Technology,General,11548,B) Outside Delhi Region,Upgradation Round
Information Technology with specialization in Network and Information Security,General,12573,B) Outside Delhi Region,Upgradation Round
Instrumentation and Control Engineering,General,-,B) Outside Delhi Region,Upgradation Round
Mathematics and Computing,General,14598,B) Outside Delhi Region,Upgradation Round
Mechanical Engineering,General,-,B) Outside Delhi Region,Upgradation Round
Bio-Technology,General,138119,A) Delhi Region,Spot Round
Computer Science and Engineering,General,12817,A) Delhi Region,Spot Round
Computer Science and Engineering with specialization in Artificial Intelligence,General,10346,A) Delhi Region,Spot Round
Computer Science and Engineering with specialization in Data Science,General,15555,A) Delhi Region,Spot Round
Electrical Engineering,General,41639,A) Delhi Region,Spot Round
Electronics and Communication Engineering,General,30786,A) Delhi Region,Spot Round
Electronics Engineering with specialization in VLSI Design and Technology,General,32870,A) Delhi Region,Spot Round
Information Technology,General,19074,A) Delhi Region,Spot Round
Information Technology with specialization in Network and Information Security,General,22018,A) Delhi Region,Spot Round
Instrumentation and Control Engineering,General,57291,A) Delhi Region,Spot Round
Mathematics and Computing,General,24991,A) Delhi Region,Spot Round
Mechanical Engineering,General,79401,A) Delhi Region,Spot Round
Bio-Technology,General,68446,B) Outside Delhi Region,Spot Round
Computer Science and Engineering,General,8478,B) Outside Delhi Region,Spot Round
Computer Science and Engineering with specialization in Artificial Intelligence,General,7417,B) Outside Delhi Region,Spot Round
Computer Science and Engineering with specialization in Data Science,General,9975,B) Outside Delhi Region,Spot Round
Electrical Engineering,General,37437,B) Outside Delhi Region,Spot Round
Electronics and Communication Engineering,General,20927,B) Outside Delhi Region,Spot Round
Electronics Engineering with specialization in VLSI Design and Technology,General,20977,B) Outside Delhi Region,Spot Round
Information Technology,General,11548,B) Outside Delhi Region,Spot Round
Information Technology with specialization in Network and Information Security,General,12573,B) Outside Delhi Region,Spot Round
Instrumentation and Control Engineering,General,35739,B) Outside Delhi Region,Spot Round
Mathematics and Computing,General,14598,B) Outside Delhi Region,Spot Round
Mechanical Engineering,General,44923,B) Outside Delhi Region,Spot Round
Bio-Technology,General,365447,A) Delhi Region,Upgradation Round 2
Computer Science and Engineering,General,13017,A) Delhi Region,Upgradation Round 2
Computer Science and Engineering with specialization in Artificial Intelligence,General,11349,A) Delhi Region,Upgradation Round 2
Computer Science and Engineering with specialization in Data Science,General,15722,A) Delhi Region,Upgradation Round 2
Electrical Engineering,General,46598,A) Delhi Region,Upgradation Round 2
Electronics and Communication Engineering,General,31120,A) Delhi Region,Upgradation Round 2
Electronics Engineering with specialization in VLSI Design and Technology,General,35002,A) Delhi Region,Upgradation Round 2
Information Technology,General,19809,A) Delhi Region,Upgradation Round 2
Information Technology with specialization in Network and Information Security,General,25395,A) Delhi Region,Upgradation Round 2
Instrumentation and Control Engineering,General,66965,A) Delhi Region,Upgradation Round 2
Mathematics and Computing,General,25813,A) Delhi Region,Upgradation Round 2
Mechanical Engineering,General,109353,A) Delhi Region,Upgradation Round 2
Bio-Technology,General,617275,B) Outside Delhi Region,Upgradation Round 2
Computer Science and Engineering,General,8843,B) Outside Delhi Region,Upgradation Round 2
Computer Science and Engineering with specialization in Artificial Intelligence,General,7417,B) Outside Delhi Region,Upgradation Round 2
Computer Science and Engineering with specialization in Data Science,General,10130,B) Outside Delhi Region,Upgradation Round 2
Electrical Engineering,General,37437,B) Outside Delhi Region,Upgradation Round 2
Electronics and Communication Engineering,General,20977,B) Outside Delhi Region,Upgradation Round 2
Electronics Engineering with specialization in VLSI Design and Technology,General,22845,B) Outside Delhi Region,Upgradation Round 2
Information Technology,General,12820,B) Outside Delhi Region,Upgradation Round 2
Information Technology with specialization in Network and Information Security,General,18030,B) Outside Delhi Region,Upgradation Round 2
Instrumentation and Control Engineering,General,58424,B) Outside Delhi Region,Upgradation Round 2
Mathematics and Computing,General,15727,B) Outside Delhi Region,Upgradation Round 2
Mechanical Engineering,General,76238,B) Outside Delhi Region,Upgradation Round 2
Bio-Technology,General Defence,137598,A) Delhi Region,Round 1
Computer Science and Engineering,General Defence,575902,A) Delhi Region,Round 1
Computer Science and Engineering with specialization in Artificial Intelligence,General Defence,720686,A) Delhi Region,Round 1
Computer Science and Engineering with specialization in Data Science,General Defence,55989,A) Delhi Region,Round 1
Electrical Engineering,General Defence,67200,A) Delhi Region,Round 1
Electronics and Communication Engineering,General Defence,35192,A) Delhi Region,Round 1
Electronics Engineering with specialization in VLSI Design and Technology,General Defence,41019,A) Delhi Region,Round 1
Information Technology,General Defence,124881,A) Delhi Region,Round 1
Information Technology with specialization in Network and Information Security,General Defence,897901,A) Delhi Region,Round 1
Instrumentation and Control Engineering,General Defence,86127,A) Delhi Region,Round 1
Mathematics and Computing,General Defence,22644,A) Delhi Region,Round 1
Mechanical Engineering,General Defence,436193,A) Delhi Region,Round 1
Bio-Technology,General Defence,-,B) Outside Delhi Region,Round 1
Computer Science and Engineering,General Defence,63023,B) Outside Delhi Region,Round 1
Computer Science and Engineering with specialization in Artificial Intelligence,General Defence,750303,B) Outside Delhi Region,Round 1
Computer Science and Engineering with specialization in Data Science,General Defence,-,B) Outside Delhi Region,Round 1
Electrical Engineering,General Defence,112859,B) Outside Delhi Region,Round 1
Electronics and Communication Engineering,General Defence,-,B) Outside Delhi Region,Round 1
Electronics Engineering with specialization in VLSI Design and Technology,General Defence,-,B) Outside Delhi Region,Round 1
Information Technology,General Defence,-,B) Outside Delhi Region,Round 1
Information Technology with specialization in Network and Information Security,General Defence,-,B) Outside Delhi Region,Round 1
Instrumentation and Control Engineering,General Defence,122753 (Priority IV),B) Outside Delhi Region,Round 1
Mathematics and Computing,General Defence,-,B) Outside Delhi Region,Round 1
Mechanical Engineering,General Defence,-,B) Outside Delhi Region,Round 1
Bio-Technology,General Defence,139590,A) Delhi Region,Round 2
Computer Science and Engineering,General Defence,575902,A) Delhi Region,Round 2
Computer Science and Engineering with specialization in Artificial Intelligence,General Defence,720686,A) Delhi Region,Round 2
Computer Science and Engineering with specialization in Data Science,General Defence,55989,A) Delhi Region,Round 2
Electrical Engineering,General Defence,70156,A) Delhi Region,Round 2
Electronics and Communication Engineering,General Defence,35922,A) Delhi Region,Round 2
Electronics Engineering with specialization in VLSI Design and Technology,General Defence,41050,A) Delhi Region,Round 2
Information Technology,General Defence,124881,A) Delhi Region,Round 2
Information Technology with specialization in Network and Information Security,General Defence,897901,A) Delhi Region,Round 2
Instrumentation and Control Engineering,General Defence,95402,A) Delhi Region,Round 2
Mathematics and Computing,General Defence,26079,A) Delhi Region,Round 2
Mechanical Engineering,General Defence,436193,A) Delhi Region,Round 2
Bio-Technology,General Defence,-,B) Outside Delhi Region,Round 2
Computer Science and Engineering,General Defence,63023,B) Outside Delhi Region,Round 2
Computer Science and Engineering with specialization in Artificial Intelligence,General Defence,750303,B) Outside Delhi Region,Round 2
Computer Science and Engineering with specialization in Data Science,General Defence,-,B) Outside Delhi Region,Round 2
Electrical Engineering,General Defence,112859,B) Outside Delhi Region,Round 2
Electronics and Communication Engineering,General Defence,-,B) Outside Delhi Region,Round 2
Electronics Engineering with specialization in VLSI Design and Technology,General Defence,-,B) Outside Delhi Region,Round 2
Information Technology,General Defence,-,B) Outside Delhi Region,Round 2
Information Technology with specialization in Network and Information Security,General Defence,-,B) Outside Delhi Region,Round 2
Instrumentation and Control Engineering,General Defence,122753 (Priority IV),B) Outside Delhi Region,Round 2
Mathematics and Computing,General Defence,-,B) Outside Delhi Region,Round 2
Mechanical Engineering,General Defence,-,B) Outside Delhi Region,Round 2
Bio-Technology,General Defence,155430,A) Delhi Region,Round 3
Computer Science and Engineering,General Defence,575902,A) Delhi Region,Round 3
Computer Science and Engineering with specialization in Artificial Intelligence,General Defence,720686,A) Delhi Region,Round 3
Computer Science and Engineering with specialization in Data Science,General Defence,55989,A) Delhi Region,Round 3
Electrical Engineering,General Defence,70156,A) Delhi Region,Round 3
Electronics and Communication Engineering,General Defence,35922,A) Delhi Region,Round 3
Electronics Engineering with specialization in VLSI Design and Technology,General Defence,41050,A) Delhi Region,Round 3
Information Technology,General Defence,124881,A) Delhi Region,Round 3
Information Technology with specialization in Network and Information Security,General Defence,897901,A) Delhi Region,Round 3
Instrumentation and Control Engineering,General Defence,95402,A) Delhi Region,Round 3
Mathematics and Computing,General Defence,26079,A) Delhi Region,Round 3
Mechanical Engineering,General Defence,436193,A) Delhi Region,Round 3
Bio-Technology,General Defence,-,B) Outside Delhi Region,Round 3
Computer Science and Engineering,General Defence,63023,B) Outside Delhi Region,Round 3
Computer Science and Engineering with specialization in Artificial Intelligence,General Defence,750303,B) Outside Delhi Region,Round 3
Computer Science and Engineering with specialization in Data Science,General Defence,-,B) Outside Delhi Region,Round 3
Electrical Engineering,General Defence,112859,B) Outside Delhi Region,Round 3
Electronics and Communication Engineering,General Defence,-,B) Outside Delhi Region,Round 3
Electronics Engineering with specialization in VLSI Design and Technology,General Defence,-,B) Outside Delhi Region,Round 3
Information Technology,General Defence,-,B) Outside Delhi Region,Round 3
Information Technology with specialization in Network and Information Security,General Defence,-,B) Outside Delhi Region,Round 3
Instrumentation and Control Engineering,General Defence,122753 (Priority IV),B) Outside Delhi Region,Round 3
Mathematics and Computing,General Defence,-,B) Outside Delhi Region,Round 3
Mechanical Engineering,General Defence,-,B) Outside Delhi Region,Round 3
Bio-Technology,General Defence,155430 (Priority VI),A) Delhi Region,Round 4
Computer Science and Engineering,General Defence,575902 (Priority IV),A) Delhi Region,Round 4
Computer Science and Engineering with specialization in Artificial Intelligence,General Defence,720686 (Priority III),A) Delhi Region,Round 4
Computer Science and Engineering with specialization in Data Science,General Defence,55989 (Priority V(vii)),A) Delhi Region,Round 4
Electrical Engineering,General Defence,70156 (Priority VI),A) Delhi Region,Round 4
Electronics and Communication Engineering,General Defence,41019 (Priority VI),A) Delhi Region,Round 4
Electronics Engineering with specialization in VLSI Design and Technology,General Defence,41050 (Priority VI),A) Delhi Region,Round 4
Information Technology,General Defence,124881 (Priority V(vii)),A) Delhi Region,Round 4
Information Technology with specialization in Network and Information Security,General Defence,897901 (Priority V(x),A) Delhi Region,Round 4
Instrumentation and Control Engineering,General Defence,95402 (Priority VI),A) Delhi Region,Round 4
Mathematics and Computing,General Defence,26079 (Priority VI),A) Delhi Region,Round 4
Mechanical Engineering,General Defence,436193 (Priority V(vii)),A) Delhi Region,Round 4
Bio-Technology,General Defence,-,B) Outside Delhi Region,Round 4
Computer Science and Engineering,General Defence,63023 (Priority III),B) Outside Delhi Region,Round 4
Computer Science and Engineering with specialization in Artificial Intelligence,General Defence,750303 (Priority I),B) Outside Delhi Region,Round 4
Computer Science and Engineering with specialization in Data Science,General Defence,-,B) Outside Delhi Region,Round 4
Electrical Engineering,General Defence,112859 (Priority IV),B) Outside Delhi Region,Round 4
Electronics and Communication Engineering,General Defence,-,B) Outside Delhi Region,Round 4
Electronics Engineering with specialization in VLSI Design and Technology,General Defence,-,B) Outside Delhi Region,Round 4
Information Technology,General Defence,-,B) Outside Delhi Region,Round 4
Information Technology with specialization in Network and Information Security,General Defence,-,B) Outside Delhi Region,Round 4
Instrumentation and Control Engineering,General Defence,122753 (Priority IV),B) Outside Delhi Region,Round 4
Mathematics and Computing,General Defence,-,B) Outside Delhi Region,Round 4
Mechanical Engineering,General Defence,-,B) Outside Delhi Region,Round 4
Bio-Technology,General Defence,179646 (Priority VI),A) Delhi Region,Round 5
Computer Science and Engineering,General Defence,575902 (Priority IV),A) Delhi Region,Round 5
Computer Science and Engineering with specialization in Artificial Intelligence,General Defence,720686 (Priority III),A) Delhi Region,Round 5
Computer Science and Engineering with specialization in Data Science,General Defence,55989 (Priority V(vii)),A) Delhi Region,Round 5
Electrical Engineering,General Defence,92422 (Priority VI),A) Delhi Region,Round 5
Electronics and Communication Engineering,General Defence,41050 (Priority VI),A) Delhi Region,Round 5
Electronics Engineering with specialization in VLSI Design and Technology,General Defence,65191 (Priority VI),A) Delhi Region,Round 5
Information Technology,General Defence,124881 (Priority V(vii)),A) Delhi Region,Round 5
Information Technology with specialization in Network and Information Security,General Defence,897901 (Priority V(x)),A) Delhi Region,Round 5
Instrumentation and Control Engineering,General Defence,127177 (Priority VI),A) Delhi Region,Round 5
Mathematics and Computing,General Defence,35192 (Priority VI),A) Delhi Region,Round 5
Mechanical Engineering,General Defence,436193 (Priority V(vii)),A) Delhi Region,Round 5
Bio-Technology,General Defence,-,B) Outside Delhi Region,Round 5
Computer Science and Engineering,General Defence,63023 (Priority III),B) Outside Delhi Region,Round 5
Computer Science and Engineering with specialization in Artificial Intelligence,General Defence,750303 (Priority I),B) Outside Delhi Region,Round 5
Computer Science and Engineering with specialization in Data Science,General Defence,-,B) Outside Delhi Region,Round 5
Electrical Engineering,General Defence,112859 (Priority IV),B) Outside Delhi Region,Round 5
Electronics and Communication Engineering,General Defence,-,B) Outside Delhi Region,Round 5
Electronics Engineering with specialization in VLSI Design and Technology,General Defence,-,B) Outside Delhi Region,Round 5
Information Technology,General Defence,-,B) Outside Delhi Region,Round 5
Information Technology with specialization in Network and Information Security,General Defence,-,B) Outside Delhi Region,Round 5
Instrumentation and Control Engineering,General Defence,230851 (Priority IV),B) Outside Delhi Region,Round 5
Mathematics and Computing,General Defence,-,B) Outside Delhi Region,Round 5
Mechanical Engineering,General Defence,-,B) Outside Delhi Region,Round 5
Bio-Technology,General Defence,-,A) Delhi Region,Upgradation Round
Computer Science and Engineering,General Defence,-,A) Delhi Region,Upgradation Round
Computer Science and Engineering with specialization in Artificial Intelligence,General Defence,-,A) Delhi Region,Upgradation Round
Computer Science and Engineering with specialization in Data Science,General Defence,-,A) Delhi Region,Upgradation Round
Electrical Engineering,General Defence,-,A) Delhi Region,Upgradation Round
Electronics and Communication Engineering,General Defence,-,A) Delhi Region,Upgradation Round
Electronics Engineering with specialization in VLSI Design and Technology,General Defence,-,A) Delhi Region,Upgradation Round
Information Technology,General Defence,-,A) Delhi Region,Upgradation Round
Information Technology with specialization in Network and Information Security,General Defence,-,A) Delhi Region,Upgradation Round
Instrumentation and Control Engineering,General Defence,-,A) Delhi Region,Upgradation Round
Mathematics and Computing,General Defence,-,A) Delhi Region,Upgradation Round
Mechanical Engineering,General Defence,-,A) Delhi Region,Upgradation Round
Bio-Technology,General Defence,-,B) Outside Delhi Region,Upgradation Round
Computer Science and Engineering,General Defence,-,B) Outside Delhi Region,Upgradation Round
Computer Science and Engineering with specialization in Artificial Intelligence,General Defence,-,B) Outside Delhi Region,Upgradation Round
Computer Science and Engineering with specialization in Data Science,General Defence,-,B) Outside Delhi Region,Upgradation Round
Electrical Engineering,General Defence,-,B) Outside Delhi Region,Upgradation Round
Electronics and Communication Engineering,General Defence,-,B) Outside Delhi Region,Upgradation Round
Electronics Engineering with specialization in VLSI Design and Technology,General Defence,-,B) Outside Delhi Region,Upgradation Round
Information Technology,General Defence,-,B) Outside Delhi Region,Upgradation Round
Information Technology with specialization in Network and Information Security,General Defence,-,B) Outside Delhi Region,Upgradation Round
Instrumentation and Control Engineering,General Defence,-,B) Outside Delhi Region,Upgradation Round
Mathematics and Computing,General Defence,-,B) Outside Delhi Region,Upgradation Round
Mechanical Engineering,General Defence,-,B) Outside Delhi Region,Upgradation Round
Bio-Technology,General Girl Candidate,70926,A) Delhi Region,Round 1
Computer Science and Engineering,General Girl Candidate,10480,A) Delhi Region,Round 1
Computer Science and Engineering with specialization in Artificial Intelligence,General Girl Candidate,7129,A) Delhi Region,Round 1
Computer Science and Engineering with specialization in Data Science,General Girl Candidate,12197,A) Delhi Region,Round 1
Electrical Engineering,General Girl Candidate,35931,A) Delhi Region,Round 1
Electronics and Communication Engineering,General Girl Candidate,26657,A) Delhi Region,Round 1
Electronics Engineering with specialization in VLSI Design and Technology,General Girl Candidate,28893,A) Delhi Region,Round 1
Information Technology,General Girl Candidate,14168,A) Delhi Region,Round 1
Information Technology with specialization in Network and Information Security,General Girl Candidate,16061,A) Delhi Region,Round 1
Instrumentation and Control Engineering,General Girl Candidate,68224,A) Delhi Region,Round 1
Mathematics and Computing,General Girl Candidate,18892,A) Delhi Region,Round 1
Mechanical Engineering,General Girl Candidate,72959,A) Delhi Region,Round 1
Bio-Technology,General Girl Candidate,22966,B) Outside Delhi Region,Round 1
Computer Science and Engineering,General Girl Candidate,3763,B) Outside Delhi Region,Round 1
Computer Science and Engineering with specialization in Artificial Intelligence,General Girl Candidate,4126,B) Outside Delhi Region,Round 1
Computer Science and Engineering with specialization in Data Science,General Girl Candidate,-,B) Outside Delhi Region,Round 1
Electrical Engineering,General Girl Candidate,12130,B) Outside Delhi Region,Round 1
Electronics and Communication Engineering,General Girl Candidate,10014,B) Outside Delhi Region,Round 1
Electronics Engineering with specialization in VLSI Design and Technology,General Girl Candidate,11469,B) Outside Delhi Region,Round 1
Information Technology,General Girl Candidate,6548,B) Outside Delhi Region,Round 1
Information Technology with specialization in Network and Information Security,General Girl Candidate,7469,B) Outside Delhi Region,Round 1
Instrumentation and Control Engineering,General Girl Candidate,17934,B) Outside Delhi Region,Round 1
Mathematics and Computing,General Girl Candidate,5817,B) Outside Delhi Region,Round 1
Mechanical Engineering,General Girl Candidate,19207,B) Outside Delhi Region,Round 1
Bio-Technology,General Girl Candidate,78657,A) Delhi Region,Round 2
Computer Science and Engineering,General Girl Candidate,14125,A) Delhi Region,Round 2
Computer Science and Engineering with specialization in Artificial Intelligence,General Girl Candidate,12197,A) Delhi Region,Round 2
Computer Science and Engineering with specialization in Data Science,General Girl Candidate,16573,A) Delhi Region,Round 2
Electrical Engineering,General Girl Candidate,40487,A) Delhi Region,Round 2
Electronics and Communication Engineering,General Girl Candidate,33648,A) Delhi Region,Round 2
Electronics Engineering with specialization in VLSI Design and Technology,General Girl Candidate,31665,A) Delhi Region,Round 2
Information Technology,General Girl Candidate,18949,A) Delhi Region,Round 2
Information Technology with specialization in Network and Information Security,General Girl Candidate,20140,A) Delhi Region,Round 2
Instrumentation and Control Engineering,General Girl Candidate,75684,A) Delhi Region,Round 2
Mathematics and Computing,General Girl Candidate,22234,A) Delhi Region,Round 2
