Branch,Category,Jee_Rank,Region,Round
Architecture,GEN-DEF,29266,D,3
B.Tech Mechanical and Automation Engineering + MBA,GEN-DEF,223975,D,3
Computer Science and Engineering,GEN-DEF,95937,OD,3
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-DEF,965191,OD,3
Electronics and Communication Engineering with specialization in Artificial Intelligence,GEN-DEF,202419,OD,3
Information Technology,GEN-DEF,201819,OD,3
Artificial Intelligence and Machine Learning,GEN-DEF,104561,D,4
Computer Science and Engineering,GEN-DEF,97673,D,4
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-DEF,75849,D,4
Electronics and Communication Engineering,GEN-DEF,125123,D,4
Electronics and Communication Engineering with specialization in Artificial Intelligence,GEN-DEF,161538,D,4
Information Technology,GEN-DEF,119580,D,4
Mechanical and Automation Engineering,GEN-DEF,194657,D,4
Architecture,GEN-DEF,9666,D,4
B.Tech Mechanical and Automation Engineering + MBA,GEN-DEF,223975,D,4
Computer Science and Engineering,GEN-DEF,95937,OD,4
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-DEF,965191,OD,4
Electronics and Communication Engineering with specialization in Artificial Intelligence,GEN-DEF,202419,OD,4
Information Technology,GEN-DEF,201819,OD,4
Artificial Intelligence and Machine Learning,GEN-DEF,104561,D,5
Computer Science and Engineering,GEN-DEF,119580,D,5
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-DEF,82958,D,5
Electronics and Communication Engineering,GEN-DEF,151427,D,5
Electronics and Communication Engineering with specialization in Artificial Intelligence,GEN-DEF,194657,D,5
Information Technology,GEN-DEF,147045,D,5
Mechanical and Automation Engineering,GEN-DEF,202715,D,5
Architecture,GEN-DEF,10126,D,5
B.Tech Mechanical and Automation Engineering + MBA,GEN-DEF,385431,D,5
Computer Science and Engineering,GEN-DEF,95937,OD,5
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-DEF,965191,OD,5
Electronics and Communication Engineering with specialization in Artificial Intelligence,GEN-DEF,202419,OD,5
Information Technology,GEN-DEF,201819,OD,5
Artificial Intelligence and Machine Learning,SGC,64464,D,1
Computer Science and Engineering,SGC,47215,D,1
Computer Science and Engineering with specialization in Artificial Intelligence,SGC,45294,D,1
Electronics and Communication Engineering,SGC,73291,D,1
Electronics and Communication Engineering with specialization in Artificial Intelligence,SGC,70952,D,1
Information Technology,SGC,58857,D,1
Mechanical and Automation Engineering,SGC,96283,D,1
B.Tech Mechanical and Automation Engineering + MBA,SGC,95269,D,1
Artificial Intelligence and Machine Learning,SGC,69870,D,2
Computer Science and Engineering,SGC,51508,D,2
Computer Science and Engineering with specialization in Artificial Intelligence,SGC,48384,D,2
Electronics and Communication Engineering,SGC,78746,D,2
Electronics and Communication Engineering with specialization in Artificial Intelligence,SGC,76099,D,2
Information Technology,SGC,64464,D,2
Mechanical and Automation Engineering,SGC,104831,D,2
B.Tech Mechanical and Automation Engineering + MBA,SGC,105195,D,2
Artificial Intelligence and Machine Learning,SGC,69870,D,3
Computer Science and Engineering,SGC,51508,D,3
Computer Science and Engineering with specialization in Artificial Intelligence,SGC,48384,D,3
Electronics and Communication Engineering,SGC,78746,D,3
Electronics and Communication Engineering with specialization in Artificial Intelligence,SGC,76099,D,3
Information Technology,SGC,64464,D,3
Mechanical and Automation Engineering,SGC,104831,D,3
B.Tech Mechanical and Automation Engineering + MBA,SGC,105724,D,3
Artificial Intelligence and Machine Learning,SGC,69870,D,4
Computer Science and Engineering,SGC,51508,D,4
Computer Science and Engineering with specialization in Artificial Intelligence,SGC,48384,D,4
Electronics and Communication Engineering,SGC,78746,D,4
Electronics and Communication Engineering with specialization in Artificial Intelligence,SGC,77709,D,4
Information Technology,SGC,64464,D,4
Mechanical and Automation Engineering,SGC,104831,D,4
B.Tech Mechanical and Automation Engineering + MBA,SGC,105724,D,4
Artificial Intelligence and Machine Learning,SGC,73291,D,5
Computer Science and Engineering,SGC,56018,D,5
Computer Science and Engineering with specialization in Artificial Intelligence,SGC,52461,D,5
Electronics and Communication Engineering,SGC,90650,D,5
Electronics and Communication Engineering with specialization in Artificial Intelligence,SGC,84931,D,5
Information Technology,SGC,72946,D,5
Mechanical and Automation Engineering,SGC,105724,D,5
B.Tech Mechanical and Automation Engineering + MBA,SGC,114543,D,5
Artificial Intelligence and Machine Learning,GEN-PWD,640190,D,1
Computer Science and Engineering,GEN-PWD,332014,D,1
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,512403,D,1
Electronics and Communication Engineering,GEN-PWD,959513,D,1
Electronics and Communication Engineering with specialization in Artificial Intelligence,GEN-PWD,763762,D,1
Information Technology,GEN-PWD,529093,D,1
Computer Science and Engineering,GEN-PWD,165357,OD,1
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,350097,OD,1
Artificial Intelligence and Machine Learning,GEN-PWD,640190,D,2
Computer Science and Engineering,GEN-PWD,332014,D,2
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,591971,D,2
Electronics and Communication Engineering,GEN-PWD,959513,D,2
Electronics and Communication Engineering with specialization in Artificial Intelligence,GEN-PWD,763762,D,2
Information Technology,GEN-PWD,529093,D,2
Computer Science and Engineering,GEN-PWD,362899,OD,2
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,350097,OD,2
Computer Science and Engineering,GEN-PWD,332014,D,3
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,640190,D,3
Electronics and Communication Engineering,GEN-PWD,959513,D,3
Electronics and Communication Engineering with specialization in Artificial Intelligence,GEN-PWD,763762,D,3
Information Technology,GEN-PWD,529093,D,3
Computer Science and Engineering,GEN-PWD,363291,OD,3
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,350097,OD,3
Computer Science and Engineering,GEN-PWD,332014,D,4
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,640190,D,4
Electronics and Communication Engineering,GEN-PWD,959513,D,4
Information Technology,GEN-PWD,529093,D,4
Computer Science and Engineering,GEN-PWD,363291,OD,4
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,350097,OD,4
Computer Science and Engineering,GEN-PWD,640722,D,5
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,959513,D,5
Information Technology,GEN-PWD,805191,D,5
Computer Science and Engineering,GEN-PWD,363291,OD,5
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,350097,OD,5
Computer Science and Engineering,GEN-PWD,640722,D,U1
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,959513,D,U1
Information Technology,GEN-PWD,805191,D,U1
Computer Science and Engineering,GEN-PWD,363291,OD,U1
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,350097,OD,U1
Computer Science and Engineering,GEN-PWD,640722,D,S
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,959513,D,S
Information Technology,GEN-PWD,805191,D,S
Computer Science and Engineering,GEN-PWD,363291,OD,S
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,350097,OD,S
Computer Science and Engineering,GEN-PWD,640722,D,U2
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,959513,D,U2
Information Technology,GEN-PWD,805191,D,U2
Computer Science and Engineering,GEN-PWD,363291,OD,U2
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,350097,OD,U2
Artificial Intelligence and Machine Learning,EWS,127089,D,1
Computer Science and Engineering,EWS,103714,D,1
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,86857,D,1
Electronics and Communication Engineering,EWS,149638,D,1
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,150816,D,1
Information Technology,EWS,128855,D,1
Mechanical and Automation Engineering,EWS,170834,D,1
Architecture,EWS,29348,D,1
B.Tech Mechanical and Automation Engineering + MBA,EWS,171092,D,1
Artificial Intelligence and Machine Learning,EWS,26305,OD,1
Computer Science and Engineering,EWS,21189,OD,1
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,24229,OD,1
Electronics and Communication Engineering,EWS,27299,OD,1
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,27206,OD,1
Information Technology,EWS,23503,OD,1
Mechanical and Automation Engineering,EWS,29381,OD,1
Artificial Intelligence and Machine Learning,EWS,127089,D,2
Computer Science and Engineering,EWS,108008,D,2
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,92955,D,2
Electronics and Communication Engineering,EWS,153696,D,2
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,153339,D,2
Information Technology,EWS,129973,D,2
Mechanical and Automation Engineering,EWS,171802,D,2
Architecture,EWS,45524,D,2
B.Tech Mechanical and Automation Engineering + MBA,EWS,184992,D,2
Artificial Intelligence and Machine Learning,EWS,31041,OD,2
Computer Science and Engineering,EWS,27588,OD,2
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,28314,OD,2
Electronics and Communication Engineering,EWS,32581,OD,2
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,32678,OD,2
Information Technology,EWS,27613,OD,2
Mechanical and Automation Engineering,EWS,41440,OD,2
Artificial Intelligence and Machine Learning,EWS,132471,D,3
Computer Science and Engineering,EWS,110276,D,3
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,92955,D,3
Electronics and Communication Engineering,EWS,157770,D,3
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,156459,D,3
Information Technology,EWS,130914,D,3
Mechanical and Automation Engineering,EWS,207443,D,3
Architecture,EWS,29348,D,3
B.Tech Mechanical and Automation Engineering + MBA,EWS,210413,D,3
Artificial Intelligence and Machine Learning,EWS,34176,OD,3
Computer Science and Engineering,EWS,27588,OD,3
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,32324,OD,3
Electronics and Communication Engineering,EWS,40332,OD,3
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,36474,OD,3
Information Technology,EWS,32678,OD,3
Mechanical and Automation Engineering,EWS,41440,OD,3
Artificial Intelligence and Machine Learning,EWS,132471,D,4
Computer Science and Engineering,EWS,110276,D,4
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,92955,D,4
Electronics and Communication Engineering,EWS,157770,D,4
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,156459,D,4
Information Technology,EWS,130914,D,4
Mechanical and Automation Engineering,EWS,207443,D,4
Architecture,EWS,29348,D,4
B.Tech Mechanical and Automation Engineering + MBA,EWS,210413,D,4
Artificial Intelligence and Machine Learning,EWS,34176,OD,4
Computer Science and Engineering,EWS,27588,OD,4
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,32324,OD,4
Electronics and Communication Engineering,EWS,41183,OD,4
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,36474,OD,4
Information Technology,EWS,32678,OD,4
Mechanical and Automation Engineering,EWS,43572,OD,4
Artificial Intelligence and Machine Learning,EWS,132471,D,5
Computer Science and Engineering,EWS,110352,D,5
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,92955,D,5
Electronics and Communication Engineering,EWS,160216,D,5
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,156473,D,5
Information Technology,EWS,130914,D,5
Mechanical and Automation Engineering,EWS,217017,D,5
Architecture,EWS,29348,D,5
B.Tech Mechanical and Automation Engineering + MBA,EWS,245318,D,5
Artificial Intelligence and Machine Learning,EWS,38824,OD,5
Computer Science and Engineering,EWS,27588,OD,5
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,33195,OD,5
Electronics and Communication Engineering,EWS,41440,OD,5
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,43572,OD,5
Information Technology,EWS,34638,OD,5
Mechanical and Automation Engineering,EWS,44649,OD,5
Artificial Intelligence and Machine Learning,EWS,132471,D,U1
Computer Science and Engineering,EWS,110352,D,U1
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,92955,D,U1
Electronics and Communication Engineering,EWS,160216,D,U1
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,156473,D,U1
Information Technology,EWS,130914,D,U1
Mechanical and Automation Engineering,EWS,230903,D,U1
Architecture,EWS,29348,D,U1
B.Tech Mechanical and Automation Engineering + MBA,EWS,245318,D,U1
Computer Science and Engineering,EWS,34176,OD,U1
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,36474,OD,U1
Information Technology,EWS,41877,OD,U1
Artificial Intelligence and Machine Learning,EWS,132471,D,S
Computer Science and Engineering,EWS,110352,D,S
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,92955,D,S
Electronics and Communication Engineering,EWS,160216,D,S
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,156473,D,S
Information Technology,EWS,130914,D,S
Mechanical and Automation Engineering,EWS,230903,D,S
B.Tech Mechanical and Automation Engineering + MBA,EWS,245318,D,S
Artificial Intelligence and Machine Learning,EWS,40556,OD,S
Computer Science and Engineering,EWS,34176,OD,S
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,36474,OD,S
Electronics and Communication Engineering,EWS,48812,OD,S
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,45707,OD,S
Information Technology,EWS,41877,OD,S
Mechanical and Automation Engineering,EWS,50108,OD,S
Artificial Intelligence and Machine Learning,EWS,132471,D,U2
Computer Science and Engineering,EWS,110352,D,U2
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,92955,D,U2
Electronics and Communication Engineering,EWS,160216,D,U2
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,156473,D,U2
Information Technology,EWS,130914,D,U2
Artificial Intelligence and Machine Learning,EWS,40556,OD,U2
Computer Science and Engineering,EWS,34176,OD,U2
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,36474,OD,U2
Electronics and Communication Engineering,EWS,61716,OD,U2
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,58499,OD,U2
Information Technology,EWS,41877,OD,U2
Computer Science and Engineering,EWS-DEF,181967,D,1
Computer Science and Engineering with specialization in Artificial Intelligence,EWS-DEF,284244,D,1
Computer Science and Engineering,EWS-DEF,181967,D,2
Computer Science and Engineering with specialization in Artificial Intelligence,EWS-DEF,284244,D,2
Computer Science and Engineering,EWS-DEF,181967,D,3
Computer Science and Engineering with specialization in Artificial Intelligence,EWS-DEF,284244,D,3
Computer Science and Engineering,EWS-DEF,181967,D,4
Computer Science and Engineering with specialization in Artificial Intelligence,EWS-DEF,284244,D,4
Computer Science and Engineering,EWS-DEF,181967,D,5
Computer Science and Engineering with specialization in Artificial Intelligence,EWS-DEF,284244,D,5
Information Technology,EWS-PWD,612058,OD,1
Artificial Intelligence and Machine Learning,OBC,213708,D,1
Computer Science and Engineering,OBC,168211,D,1
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,161153,D,1
Electronics and Communication Engineering,OBC,251925,D,1
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,256208,D,1
Information Technology,OBC,208216,D,1
Mechanical and Automation Engineering,OBC,287568,D,1
Architecture,OBC,19626,D,1
B.Tech Mechanical and Automation Engineering + MBA,OBC,292147,D,1
Artificial Intelligence and Machine Learning,OBC,33222,OD,1
Computer Science and Engineering,OBC,26005,OD,1
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,28740,OD,1
Electronics and Communication Engineering,OBC,35842,OD,1
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,37250,OD,1
Information Technology,OBC,33167,OD,1
Mechanical and Automation Engineering,OBC,48060,OD,1
Architecture,OBC,3265,OD,1
B.Tech Mechanical and Automation Engineering + MBA,OBC,48466,OD,1
Artificial Intelligence and Machine Learning,OBC,241737,D,2
Computer Science and Engineering,OBC,189917,D,2
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,173511,D,2
Electronics and Communication Engineering,OBC,297665,D,2
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,292147,D,2
Information Technology,OBC,229487,D,2
Mechanical and Automation Engineering,OBC,356866,D,2
Architecture,OBC,29465,D,2
B.Tech Mechanical and Automation Engineering + MBA,OBC,361708,D,2
Artificial Intelligence and Machine Learning,OBC,42258,OD,2
Computer Science and Engineering,OBC,37851,OD,2
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,38248,OD,2
Electronics and Communication Engineering,OBC,44224,OD,2
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,47365,OD,2
Information Technology,OBC,41586,OD,2
Mechanical and Automation Engineering,OBC,50023,OD,2
Architecture,OBC,4646,OD,2
B.Tech Mechanical and Automation Engineering + MBA,OBC,50342,OD,2
Artificial Intelligence and Machine Learning,OBC,252749,D,3
Computer Science and Engineering,OBC,189917,D,3
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,173511,D,3
Electronics and Communication Engineering,OBC,305250,D,3
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,297857,D,3
Information Technology,OBC,229487,D,3
Mechanical and Automation Engineering,OBC,375620,D,3
Architecture,OBC,44907,D,3
B.Tech Mechanical and Automation Engineering + MBA,OBC,388770,D,3
Artificial Intelligence and Machine Learning,OBC,46052,OD,3
Computer Science and Engineering,OBC,41586,OD,3
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,40302,OD,3
Electronics and Communication Engineering,OBC,47674,OD,3
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,50791,OD,3
Information Technology,OBC,45228,OD,3
Mechanical and Automation Engineering,OBC,56460,OD,3
Architecture,OBC,5098,OD,3
B.Tech Mechanical and Automation Engineering + MBA,OBC,51001,OD,3
Artificial Intelligence and Machine Learning,OBC,253085,D,4
Computer Science and Engineering,OBC,189917,D,4
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,174526,D,4
Electronics and Communication Engineering,OBC,307094,D,4
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,300211,D,4
Information Technology,OBC,229487,D,4
Mechanical and Automation Engineering,OBC,381124,D,4
Architecture,OBC,49419,D,4
B.Tech Mechanical and Automation Engineering + MBA,OBC,395650,D,4
Artificial Intelligence and Machine Learning,OBC,48060,OD,4
Computer Science and Engineering,OBC,41586,OD,4
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,40302,OD,4
