Branch,Category,Jee_Rank,Region,Round
Geoinformatics,General PWD,-,A) Delhi Region,Round 1
Mechanical Engineering with specialization in Electric Vehicles,General PWD,-,A) Delhi Region,Round 1
Architecture,General PWD,-,A) Delhi Region,Round 1
Civil Engineering,General PWD,-,B) Outside Delhi Region,Round 1
Geoinformatics,General PWD,-,B) Outside Delhi Region,Round 1
Mechanical Engineering with specialization in Electric Vehicles,General PWD,-,B) Outside Delhi Region,Round 1
Architecture,General PWD,-,B) Outside Delhi Region,Round 1
Civil Engineering,General PWD,-,A) Delhi Region,Round 2
Geoinformatics,General PWD,-,A) Delhi Region,Round 2
Mechanical Engineering with specialization in Electric Vehicles,General PWD,-,A) Delhi Region,Round 2
Architecture,General PWD,-,A) Delhi Region,Round 2
Civil Engineering,General PWD,-,B) Outside Delhi Region,Round 2
Geoinformatics,General PWD,-,B) Outside Delhi Region,Round 2
Mechanical Engineering with specialization in Electric Vehicles,General PWD,-,B) Outside Delhi Region,Round 2
Architecture,General PWD,-,B) Outside Delhi Region,Round 2
Civil Engineering,General PWD,-,A) Delhi Region,Round 3
Geoinformatics,General PWD,-,A) Delhi Region,Round 3
Mechanical Engineering with specialization in Electric Vehicles,General PWD,-,A) Delhi Region,Round 3
Architecture,General PWD,-,A) Delhi Region,Round 3
Civil Engineering,General PWD,-,B) Outside Delhi Region,Round 3
Geoinformatics,General PWD,-,B) Outside Delhi Region,Round 3
Mechanical Engineering with specialization in Electric Vehicles,General PWD,-,B) Outside Delhi Region,Round 3
Architecture,General PWD,-,B) Outside Delhi Region,Round 3
Civil Engineering,General PWD,-,A) Delhi Region,Round 4
Geoinformatics,General PWD,-,A) Delhi Region,Round 4
Mechanical Engineering with specialization in Electric Vehicles,General PWD,-,A) Delhi Region,Round 4
Architecture,General PWD,-,A) Delhi Region,Round 4
Civil Engineering,General PWD,-,B) Outside Delhi Region,Round 4
Geoinformatics,General PWD,-,B) Outside Delhi Region,Round 4
Mechanical Engineering with specialization in Electric Vehicles,General PWD,-,B) Outside Delhi Region,Round 4
Architecture,General PWD,-,B) Outside Delhi Region,Round 4
Civil Engineering,General PWD,-,A) Delhi Region,Upgradation Round
Geoinformatics,General PWD,-,A) Delhi Region,Upgradation Round
Mechanical Engineering with specialization in Electric Vehicles,General PWD,-,A) Delhi Region,Upgradation Round
Architecture,General PWD,-,A) Delhi Region,Upgradation Round
Civil Engineering,General PWD,-,B) Outside Delhi Region,Upgradation Round
Geoinformatics,General PWD,-,B) Outside Delhi Region,Upgradation Round
Mechanical Engineering with specialization in Electric Vehicles,General PWD,-,B) Outside Delhi Region,Upgradation Round
Architecture,General PWD,-,B) Outside Delhi Region,Upgradation Round
Civil Engineering,General PWD,-,A) Delhi Region,Spot Round
Geoinformatics,General PWD,-,A) Delhi Region,Spot Round
Mechanical Engineering with specialization in Electric Vehicles,General PWD,-,A) Delhi Region,Spot Round
Architecture,General PWD,-,A) Delhi Region,Spot Round
Civil Engineering,General PWD,-,B) Outside Delhi Region,Spot Round
Geoinformatics,General PWD,-,B) Outside Delhi Region,Spot Round
Mechanical Engineering with specialization in Electric Vehicles,General PWD,-,B) Outside Delhi Region,Spot Round
Architecture,General PWD,-,B) Outside Delhi Region,Spot Round
Civil Engineering,EWS,102521,A) Delhi Region,Round 1
Geoinformatics,EWS,110104,A) Delhi Region,Round 1
Mechanical Engineering with specialization in Electric Vehicles,EWS,88573,A) Delhi Region,Round 1
Architecture,EWS,6485,A) Delhi Region,Round 1
Civil Engineering,EWS,15365,B) Outside Delhi Region,Round 1
Geoinformatics,EWS,-,B) Outside Delhi Region,Round 1
Mechanical Engineering with specialization in Electric Vehicles,EWS,12448,B) Outside Delhi Region,Round 1
Architecture,EWS,4759,B) Outside Delhi Region,Round 1
Civil Engineering,EWS,137809,A) Delhi Region,Round 2
Geoinformatics,EWS,156688,A) Delhi Region,Round 2
Mechanical Engineering with specialization in Electric Vehicles,EWS,110104,A) Delhi Region,Round 2
Architecture,EWS,13079,A) Delhi Region,Round 2
Civil Engineering,EWS,24406,B) Outside Delhi Region,Round 2
Geoinformatics,EWS,-,B) Outside Delhi Region,Round 2
Mechanical Engineering with specialization in Electric Vehicles,EWS,18138,B) Outside Delhi Region,Round 2
Architecture,EWS,7660,B) Outside Delhi Region,Round 2
Civil Engineering,EWS,145431,A) Delhi Region,Round 3
Geoinformatics,EWS,156493,A) Delhi Region,Round 3
Mechanical Engineering with specialization in Electric Vehicles,EWS,134200,A) Delhi Region,Round 3
Architecture,EWS,15326,A) Delhi Region,Round 3
Civil Engineering,EWS,24541,B) Outside Delhi Region,Round 3
Geoinformatics,EWS,-,B) Outside Delhi Region,Round 3
Mechanical Engineering with specialization in Electric Vehicles,EWS,20297,B) Outside Delhi Region,Round 3
Architecture,EWS,7660,B) Outside Delhi Region,Round 3
Civil Engineering,EWS,175013,A) Delhi Region,Round 4
Geoinformatics,EWS,189840,A) Delhi Region,Round 4
Mechanical Engineering with specialization in Electric Vehicles,EWS,137879,A) Delhi Region,Round 4
Architecture,EWS,31332,A) Delhi Region,Round 4
Civil Engineering,EWS,30651,B) Outside Delhi Region,Round 4
Geoinformatics,EWS,-,B) Outside Delhi Region,Round 4
Mechanical Engineering with specialization in Electric Vehicles,EWS,24794,B) Outside Delhi Region,Round 4
Architecture,EWS,10484,B) Outside Delhi Region,Round 4
Civil Engineering,EWS,-,A) Delhi Region,Upgradation Round
Geoinformatics,EWS,-,A) Delhi Region,Upgradation Round
Mechanical Engineering with specialization in Electric Vehicles,EWS,199896,A) Delhi Region,Upgradation Round
Architecture,EWS,-,A) Delhi Region,Upgradation Round
Civil Engineering,EWS,-,B) Outside Delhi Region,Upgradation Round
Geoinformatics,EWS,-,B) Outside Delhi Region,Upgradation Round
Mechanical Engineering with specialization in Electric Vehicles,EWS,-,B) Outside Delhi Region,Upgradation Round
Architecture,EWS,-,B) Outside Delhi Region,Upgradation Round
Civil Engineering,EWS,535405,A) Delhi Region,Spot Round
Geoinformatics,EWS,-,A) Delhi Region,Spot Round
Mechanical Engineering with specialization in Electric Vehicles,EWS,327439,A) Delhi Region,Spot Round
Architecture,EWS,-,A) Delhi Region,Spot Round
Civil Engineering,EWS,128529,B) Outside Delhi Region,Spot Round
Geoinformatics,EWS,-,B) Outside Delhi Region,Spot Round
Mechanical Engineering with specialization in Electric Vehicles,EWS,122017,B) Outside Delhi Region,Spot Round
Architecture,EWS,-,B) Outside Delhi Region,Spot Round
Civil Engineering,EWS Defence,-,A) Delhi Region,Round 1
Geoinformatics,EWS Defence,-,A) Delhi Region,Round 1
Mechanical Engineering with specialization in Electric Vehicles,EWS Defence,-,A) Delhi Region,Round 1
Architecture,EWS Defence,-,A) Delhi Region,Round 1
Civil Engineering,EWS Defence,-,B) Outside Delhi Region,Round 1
Geoinformatics,EWS Defence,-,B) Outside Delhi Region,Round 1
Mechanical Engineering with specialization in Electric Vehicles,EWS Defence,-,B) Outside Delhi Region,Round 1
Architecture,EWS Defence,-,B) Outside Delhi Region,Round 1
Civil Engineering,EWS Defence,-,A) Delhi Region,Round 2
Geoinformatics,EWS Defence,-,A) Delhi Region,Round 2
Mechanical Engineering with specialization in Electric Vehicles,EWS Defence,-,A) Delhi Region,Round 2
Architecture,EWS Defence,-,A) Delhi Region,Round 2
Civil Engineering,EWS Defence,-,B) Outside Delhi Region,Round 2
Geoinformatics,EWS Defence,-,B) Outside Delhi Region,Round 2
Mechanical Engineering with specialization in Electric Vehicles,EWS Defence,-,B) Outside Delhi Region,Round 2
Architecture,EWS Defence,-,B) Outside Delhi Region,Round 2
Civil Engineering,EWS Defence,-,A) Delhi Region,Round 3
Geoinformatics,EWS Defence,-,A) Delhi Region,Round 3
Mechanical Engineering with specialization in Electric Vehicles,EWS Defence,-,A) Delhi Region,Round 3
Architecture,EWS Defence,-,A) Delhi Region,Round 3
Civil Engineering,EWS Defence,-,B) Outside Delhi Region,Round 3
Geoinformatics,EWS Defence,-,B) Outside Delhi Region,Round 3
Mechanical Engineering with specialization in Electric Vehicles,EWS Defence,-,B) Outside Delhi Region,Round 3
Architecture,EWS Defence,-,B) Outside Delhi Region,Round 3
Civil Engineering,EWS Defence,-,A) Delhi Region,Round 4
Geoinformatics,EWS Defence,-,A) Delhi Region,Round 4
Mechanical Engineering with specialization in Electric Vehicles,EWS Defence,-,A) Delhi Region,Round 4
Architecture,EWS Defence,-,A) Delhi Region,Round 4
Civil Engineering,EWS Defence,-,B) Outside Delhi Region,Round 4
Geoinformatics,EWS Defence,-,B) Outside Delhi Region,Round 4
Mechanical Engineering with specialization in Electric Vehicles,EWS Defence,-,B) Outside Delhi Region,Round 4
Architecture,EWS Defence,-,B) Outside Delhi Region,Round 4
Civil Engineering,EWS Defence,-,A) Delhi Region,Upgradation Round
Geoinformatics,EWS Defence,-,A) Delhi Region,Upgradation Round
Mechanical Engineering with specialization in Electric Vehicles,EWS Defence,-,A) Delhi Region,Upgradation Round
Architecture,EWS Defence,-,A) Delhi Region,Upgradation Round
Civil Engineering,EWS Defence,-,B) Outside Delhi Region,Upgradation Round
Geoinformatics,EWS Defence,-,B) Outside Delhi Region,Upgradation Round
Mechanical Engineering with specialization in Electric Vehicles,EWS Defence,-,B) Outside Delhi Region,Upgradation Round
Architecture,EWS Defence,-,B) Outside Delhi Region,Upgradation Round
Civil Engineering,EWS Defence,-,A) Delhi Region,Spot Round
Geoinformatics,EWS Defence,-,A) Delhi Region,Spot Round
Mechanical Engineering with specialization in Electric Vehicles,EWS Defence,-,A) Delhi Region,Spot Round
Architecture,EWS Defence,-,A) Delhi Region,Spot Round
Civil Engineering,EWS Defence,-,B) Outside Delhi Region,Spot Round
Geoinformatics,EWS Defence,-,B) Outside Delhi Region,Spot Round
Mechanical Engineering with specialization in Electric Vehicles,EWS Defence,-,B) Outside Delhi Region,Spot Round
Architecture,EWS Defence,-,B) Outside Delhi Region,Spot Round
Civil Engineering,EWS Girl Candidate,145790,A) Delhi Region,Round 1
Geoinformatics,EWS Girl Candidate,152879,A) Delhi Region,Round 1
Mechanical Engineering with specialization in Electric Vehicles,EWS Girl Candidate,167797,A) Delhi Region,Round 1
Architecture,EWS Girl Candidate,-,A) Delhi Region,Round 1
Civil Engineering,EWS Girl Candidate,30239,B) Outside Delhi Region,Round 1
Geoinformatics,EWS Girl Candidate,-,B) Outside Delhi Region,Round 1
Mechanical Engineering with specialization in Electric Vehicles,EWS Girl Candidate,-,B) Outside Delhi Region,Round 1
Architecture,EWS Girl Candidate,-,B) Outside Delhi Region,Round 1
Civil Engineering,EWS Girl Candidate,178877,A) Delhi Region,Round 2
Geoinformatics,EWS Girl Candidate,191136,A) Delhi Region,Round 2
Mechanical Engineering with specialization in Electric Vehicles,EWS Girl Candidate,182439,A) Delhi Region,Round 2
Architecture,EWS Girl Candidate,-,A) Delhi Region,Round 2
Civil Engineering,EWS Girl Candidate,40299,B) Outside Delhi Region,Round 2
Geoinformatics,EWS Girl Candidate,-,B) Outside Delhi Region,Round 2
Mechanical Engineering with specialization in Electric Vehicles,EWS Girl Candidate,-,B) Outside Delhi Region,Round 2
Architecture,EWS Girl Candidate,-,B) Outside Delhi Region,Round 2
Civil Engineering,EWS Girl Candidate,178877,A) Delhi Region,Round 3
Geoinformatics,EWS Girl Candidate,191136,A) Delhi Region,Round 3
Mechanical Engineering with specialization in Electric Vehicles,EWS Girl Candidate,184237,A) Delhi Region,Round 3
Architecture,EWS Girl Candidate,-,A) Delhi Region,Round 3
Civil Engineering,EWS Girl Candidate,43517,B) Outside Delhi Region,Round 3
Geoinformatics,EWS Girl Candidate,-,B) Outside Delhi Region,Round 3
Mechanical Engineering with specialization in Electric Vehicles,EWS Girl Candidate,-,B) Outside Delhi Region,Round 3
Architecture,EWS Girl Candidate,-,B) Outside Delhi Region,Round 3
Civil Engineering,EWS Girl Candidate,208945,A) Delhi Region,Round 4
Geoinformatics,EWS Girl Candidate,191136,A) Delhi Region,Round 4
Mechanical Engineering with specialization in Electric Vehicles,EWS Girl Candidate,225377,A) Delhi Region,Round 4
Architecture,EWS Girl Candidate,-,A) Delhi Region,Round 4
Civil Engineering,EWS Girl Candidate,45443,B) Outside Delhi Region,Round 4
Geoinformatics,EWS Girl Candidate,-,B) Outside Delhi Region,Round 4
Mechanical Engineering with specialization in Electric Vehicles,EWS Girl Candidate,-,B) Outside Delhi Region,Round 4
Architecture,EWS Girl Candidate,-,B) Outside Delhi Region,Round 4
Civil Engineering,EWS PWD,-,A) Delhi Region,Round 1
Geoinformatics,EWS PWD,-,A) Delhi Region,Round 1
Mechanical Engineering with specialization in Electric Vehicles,EWS PWD,-,A) Delhi Region,Round 1
Architecture,EWS PWD,-,A) Delhi Region,Round 1
Civil Engineering,EWS PWD,-,B) Outside Delhi Region,Round 1
Geoinformatics,EWS PWD,-,B) Outside Delhi Region,Round 1
Mechanical Engineering with specialization in Electric Vehicles,EWS PWD,-,B) Outside Delhi Region,Round 1
Architecture,EWS PWD,-,B) Outside Delhi Region,Round 1
Civil Engineering,EWS PWD,-,A) Delhi Region,Round 2
Geoinformatics,EWS PWD,-,A) Delhi Region,Round 2
Mechanical Engineering with specialization in Electric Vehicles,EWS PWD,-,A) Delhi Region,Round 2
Architecture,EWS PWD,-,A) Delhi Region,Round 2
Civil Engineering,EWS PWD,-,B) Outside Delhi Region,Round 2
Geoinformatics,EWS PWD,-,B) Outside Delhi Region,Round 2
Mechanical Engineering with specialization in Electric Vehicles,EWS PWD,-,B) Outside Delhi Region,Round 2
Architecture,EWS PWD,-,B) Outside Delhi Region,Round 2
Civil Engineering,EWS PWD,-,A) Delhi Region,Round 3
Geoinformatics,EWS PWD,-,A) Delhi Region,Round 3
Mechanical Engineering with specialization in Electric Vehicles,EWS PWD,-,A) Delhi Region,Round 3
Architecture,EWS PWD,-,A) Delhi Region,Round 3
Civil Engineering,EWS PWD,-,B) Outside Delhi Region,Round 3
Geoinformatics,EWS PWD,-,B) Outside Delhi Region,Round 3
Mechanical Engineering with specialization in Electric Vehicles,EWS PWD,-,B) Outside Delhi Region,Round 3
Architecture,EWS PWD,-,B) Outside Delhi Region,Round 3
Civil Engineering,EWS PWD,-,A) Delhi Region,Round 4
Geoinformatics,EWS PWD,-,A) Delhi Region,Round 4
Mechanical Engineering with specialization in Electric Vehicles,EWS PWD,-,A) Delhi Region,Round 4
Architecture,EWS PWD,-,A) Delhi Region,Round 4
Civil Engineering,EWS PWD,-,B) Outside Delhi Region,Round 4
Geoinformatics,EWS PWD,-,B) Outside Delhi Region,Round 4
Mechanical Engineering with specialization in Electric Vehicles,EWS PWD,-,B) Outside Delhi Region,Round 4
Architecture,EWS PWD,-,B) Outside Delhi Region,Round 4
Civil Engineering,EWS PWD,-,A) Delhi Region,Upgradation Round
Geoinformatics,EWS PWD,-,A) Delhi Region,Upgradation Round
Mechanical Engineering with specialization in Electric Vehicles,EWS PWD,-,A) Delhi Region,Upgradation Round
Architecture,EWS PWD,-,A) Delhi Region,Upgradation Round
Civil Engineering,EWS PWD,-,B) Outside Delhi Region,Upgradation Round
Geoinformatics,EWS PWD,-,B) Outside Delhi Region,Upgradation Round
Mechanical Engineering with specialization in Electric Vehicles,EWS PWD,-,B) Outside Delhi Region,Upgradation Round
Architecture,EWS PWD,-,B) Outside Delhi Region,Upgradation Round
Civil Engineering,EWS PWD,-,A) Delhi Region,Spot Round
Geoinformatics,EWS PWD,-,A) Delhi Region,Spot Round
Mechanical Engineering with specialization in Electric Vehicles,EWS PWD,-,A) Delhi Region,Spot Round
Architecture,EWS PWD,-,A) Delhi Region,Spot Round
Civil Engineering,EWS PWD,-,B) Outside Delhi Region,Spot Round
Geoinformatics,EWS PWD,-,B) Outside Delhi Region,Spot Round
Mechanical Engineering with specialization in Electric Vehicles,EWS PWD,-,B) Outside Delhi Region,Spot Round
Architecture,EWS PWD,-,B) Outside Delhi Region,Spot Round
Civil Engineering,OBC,200209,A) Delhi Region,Round 1
Geoinformatics,OBC,212968,A) Delhi Region,Round 1
Mechanical Engineering with specialization in Electric Vehicles,OBC,174099,A) Delhi Region,Round 1
Architecture,OBC,10354,A) Delhi Region,Round 1
Civil Engineering,OBC,24580,B) Outside Delhi Region,Round 1
Geoinformatics,OBC,26641,B) Outside Delhi Region,Round 1
Mechanical Engineering with specialization in Electric Vehicles,OBC,22929,B) Outside Delhi Region,Round 1
Architecture,OBC,2542,B) Outside Delhi Region,Round 1
Civil Engineering,OBC,255695,A) Delhi Region,Round 2
Geoinformatics,OBC,282901,A) Delhi Region,Round 2
Mechanical Engineering with specialization in Electric Vehicles,OBC,218055,A) Delhi Region,Round 2
Architecture,OBC,17314,A) Delhi Region,Round 2
Civil Engineering,OBC,31809,B) Outside Delhi Region,Round 2
Geoinformatics,OBC,32749,B) Outside Delhi Region,Round 2
Mechanical Engineering with specialization in Electric Vehicles,OBC,26220,B) Outside Delhi Region,Round 2
Architecture,OBC,2732,B) Outside Delhi Region,Round 2
Civil Engineering,OBC,262358,A) Delhi Region,Round 3
Geoinformatics,OBC,302353,A) Delhi Region,Round 3
Mechanical Engineering with specialization in Electric Vehicles,OBC,217165,A) Delhi Region,Round 3
Architecture,OBC,34387,A) Delhi Region,Round 3
Civil Engineering,OBC,34330,B) Outside Delhi Region,Round 3
Geoinformatics,OBC,35389,B) Outside Delhi Region,Round 3
Mechanical Engineering with specialization in Electric Vehicles,OBC,31032,B) Outside Delhi Region,Round 3
Architecture,OBC,3554,B) Outside Delhi Region,Round 3
Civil Engineering,OBC,307064,A) Delhi Region,Round 4
Geoinformatics,OBC,337056,A) Delhi Region,Round 4
Mechanical Engineering with specialization in Electric Vehicles,OBC,250032,A) Delhi Region,Round 4
Architecture,OBC,41889,A) Delhi Region,Round 4
Civil Engineering,OBC,38028,B) Outside Delhi Region,Round 4
Geoinformatics,OBC,40722,B) Outside Delhi Region,Round 4
Mechanical Engineering with specialization in Electric Vehicles,OBC,36365,B) Outside Delhi Region,Round 4
Architecture,OBC,4061,B) Outside Delhi Region,Round 4
Civil Engineering,OBC,351599,A) Delhi Region,Upgradation Round
Geoinformatics,OBC,-,A) Delhi Region,Upgradation Round
Mechanical Engineering with specialization in Electric Vehicles,OBC,333870,A) Delhi Region,Upgradation Round
Architecture,OBC,-,A) Delhi Region,Upgradation Round
Civil Engineering,OBC,-,B) Outside Delhi Region,Upgradation Round
Geoinformatics,OBC,-,B) Outside Delhi Region,Upgradation Round
Mechanical Engineering with specialization in Electric Vehicles,OBC,-,B) Outside Delhi Region,Upgradation Round
Architecture,OBC,-,B) Outside Delhi Region,Upgradation Round
Civil Engineering,OBC,595531,A) Delhi Region,Spot Round
Geoinformatics,OBC,753741,A) Delhi Region,Spot Round
Mechanical Engineering with specialization in Electric Vehicles,OBC,425169,A) Delhi Region,Spot Round
Architecture,OBC,-,A) Delhi Region,Spot Round
